,created_at,tweets,mentioned_company
1688,Wed Nov 07 15:39:11 +0000 2018,"according to nbc news, voters nationwide disapprove of the so-called mueller investigation (46%) more than they approve (41%). you mean they are finally beginning to understand what a disgusting witch hunt, led by 17 angry democrats, is all about!","J. B. Hunt Transport Services, "
1690,Wed Nov 07 13:04:02 +0000 2018,"if the democrats think they are going to { WASTE } taxpayer money investigating us at the house level, then we will likewise be forced to consider investigating them for all of the leaks of classified information, and much else, at the senate level. two can play that game!","Fidelity National Information Services, Waste Management Inc., "
1700,Tue Nov 06 19:56:34 +0000 2018,congressman randy hultgren (r) of { ILLINOIS } is doing a great job. get out and vote for randy - total endorsement!,"Illinois Tool Works, "
1719,Tue Nov 06 16:19:39 +0000 2018,rt @realdonaldtrump: i need @claudiatenney of #ny22 to be re-elected in order to get our big plans moving. her opponent would be a disaster…,"Everest Re Group Ltd., "
1726,Tue Nov 06 05:12:46 +0000 2018,"a vote for claire mccaskill is a vote for schumer, pelosi, waters, and their socialist agenda. claire voted in favor of deadly sanctuary cities - she would rather protect criminal aliens than american citizens, which is why she needs to be voted out of office. vote @hawleymo! https://t.co/tn2zsewqj5","Citizens Financial Group, Waters Corporation, "
1744,Mon Nov 05 15:01:43 +0000 2018,"i need @claudiatenney of #ny22 to be re-elected in order to get our big plans moving. her opponent would be a disaster. nobody { WORKS } harder than claudia, and she is a producer. i look forward to working together with her - she has my strongest endorsement! vote claudia!","American Water Works Company Inc, Everest Re Group Ltd., Illinois Tool Works, "
1747,Mon Nov 05 13:13:20 +0000 2018,".@debbiestabenow voted against tax cuts, great healthcare, supreme court justices and all of the many things the people of michigan wanted and need. she is an { AUTOMATIC } far left vote, controlled by her bosses. john { JAMES } can be a truly great senator!","Automatic Data Processing, Raymond James Financial Inc., "
1748,Mon Nov 05 05:32:10 +0000 2018,dana rohrabacher has been a great congressman for his district and for the people of cal. he { WORKS } hard and is respected by all - he produces! dems are desperate to replace dana by spending vast sums to elect a super liberal who is weak on crime and bad for our military &amp; vets!,"American Water Works Company Inc, Illinois Tool Works, "
1749,Mon Nov 05 05:04:53 +0000 2018,"john james, running as a republican for the senate from michigan, is a spectacular young star of the future. we should make him a star of the present. a distinguished west point grad and vet, people should vote out schumer puppet debbie stabenow, who does nothing for michigan!","Raymond James Financial Inc., "
1767,Sun Nov 04 15:39:11 +0000 2018,"rt @realdonaldtrump: congressman @kevinyoder has fought hard for the people of kansas. highly respected, strong on crime, the border, milit…","Kansas City Southern, "
1776,Sun Nov 04 15:25:59 +0000 2018,"rt @realdonaldtrump: i need the people of west virginia to send a message to chuck schumer, maxine waters, nancy pelosi and the radical dem…","Waters Corporation, "
1778,Sun Nov 04 15:15:42 +0000 2018,"new { FOX } poll shows a “40% approval rating by african americans for president trump, a record for republicans.” thank you, a great honor!","Twenty-First Century Fox Class A, Twenty-First Century Fox Class B, "
1783,Sat Nov 03 23:05:05 +0000 2018,"heading to pensacola, florida - will be there soon. amazing { LINES } of people wanting to get in - what a crowd! is this a sign of republican strength on tuesday? https://t.co/te7rhdaeka","Delta Air Lines Inc., "
1789,Sat Nov 03 20:38:43 +0000 2018,"if chuck schumer and nancy pelosi gain the majority, they will try to raise your taxes, restore job-killing regulations, shut down your coal mines and timber mills, take away your healthcare, impose socialism, and erase your borders. vote for @mattformontana and @gregformontana! https://t.co/adncqky7qd","General Mills, "
1790,Sat Nov 03 18:03:15 +0000 2018,landing in montana now - at least everybody admits that my { LINES } and crowds are far bigger than barack obama’s... https://t.co/pcibgjs209,"Delta Air Lines Inc., "
1799,Sat Nov 03 10:54:55 +0000 2018,"congresswoman maxine { WATERS } was called the most corrupt member of congress! @foxnews if dems win, she would be put in charge of our country’s finances. the beginning of the end!","Waters Corporation, "
1804,Fri Nov 02 23:18:24 +0000 2018,"i need the people of west virginia to send a message to chuck schumer, maxine waters, nancy pelosi and the radical democrats by voting for carol miller and patrick morrisey!","Waters Corporation, "
1813,Fri Nov 02 02:23:20 +0000 2018,"beautiful evening at a #magarally with great american patriots. loyal { CITIZENS } like you helped build this country and together, we are taking back this country – returning { POWER } to you, the american people. get out and https://t.co/0pwiwchgbh! https://t.co/9nctldfvw4 https://t.co/wbouvedvtt","American Electric Power, Citizens Financial Group, "
1816,Thu Nov 01 20:54:49 +0000 2018,"illegal immigration affects the lives of all americans. illegal immigration hurts american workers, burdens american taxpayers, undermines { PUBLIC } safety, and places enormous strain on local schools, hospitals and communities...
https://t.co/en1iqpnbjy","Public Serv. Enterprise Inc., Public Storage, "
1835,Wed Oct 31 13:25:17 +0000 2018,"so-called birthright citizenship, which costs our country billions of dollars and is very unfair to our citizens, will be ended one way or the other. it is not covered by the 14th amendment because of the words “subject to the jurisdiction thereof.” many legal scholars agree.....","Citizens Financial Group, "
1840,Wed Oct 31 12:38:01 +0000 2018,"the caravans are made up of some very tough fighters and people. fought back hard and viciously against mexico at { NORTHERN } border before breaking through. { MEXICAN } soldiers hurt, were unable, or unwilling to stop caravan. should stop them before they reach our border, but won’t!","Chipotle Mexican Grill, Northern Trust Corp., "
1841,Tue Oct 30 17:38:27 +0000 2018,"congressman @kevinyoder has fought hard for the people of kansas. highly respected, strong on crime, the border, military, vets and second amendment. kevin has my total endorsement!","Kansas City Southern, "
1845,Tue Oct 30 12:53:03 +0000 2018,"“if the fed backs off and starts talking a little more dovish, i think we’re going to be right back to our 2,800 to 2,900 { TARGET } range that we’ve had for the s&amp;p 500.” scott wren, { WELLS } fargo.","Everest Re Group Ltd., Target Corp., Wells Fargo, "
1864,Tue Oct 30 00:00:23 +0000 2018,"cnn and others in the fake news business keep purposely and inaccurately reporting that i said the “media is the enemy of the people.” wrong! i said that the “fake news (media) is the enemy of the people,” a very big difference. when you give out false { INFORMATION } - not good!","Fidelity National Information Services, "
1871,Mon Oct 29 00:12:57 +0000 2018,"the fake news is doing everything in their { POWER } to blame republicans, conservatives and me for the division and hatred that has been going on for so long in our country. actually, it is their fake &amp; dishonest reporting which is causing problems far greater than they understand!","American Electric Power, "
1875,Sun Oct 28 03:46:45 +0000 2018,"watching the dodgers/red sox final innings. it is amazing how a manager takes out a pitcher who is loose &amp; dominating through almost 7 innings, rich hill of dodgers, and brings in nervous reliever(s) who get shellacked. 4 run lead gone. { MANAGERS } do it all the time, big mistake!","Affiliated Managers Group Inc, "
1897,Fri Oct 26 17:23:31 +0000 2018,"i would like to begin today’s remarks by providing an update on the packages and { DEVICES } that have been mailed to high-profile figures throughout our country, and a media org. i am pleased to inform you that law enforcement has apprehended the suspect and taken him into custody. https://t.co/ufjwjjukld","Advanced Micro Devices Inc, "
1907,Thu Oct 25 20:24:40 +0000 2018,".@mikedunleavygov will make a fantastic governor of alaska. mike is for energy and jobs, is tough on crime, loves our vets and our great second amendment. mike has my complete and total endorsement!","Alaska Air Group Inc, "
